2.840350000000000000e+05 4.223524780000000000e+08
2.840350000000000000e+05 9.526482100000000000e+07
2.840350000000000000e+05 3.670507400000000000e+07
2.840350000000000000e+05 1.066173810000000000e+08
2.840350000000000000e+05 1.066419740000000000e+08
2.840350000000000000e+05 1.368125480000000000e+08
2.840350000000000000e+05 1.824704770000000000e+08
2.840350000000000000e+05 3.889211170000000000e+08
2.840350000000000000e+05 2.389098300000000000e+08
2.840350000000000000e+05 3.766379670000000000e+08
2.840350000000000000e+05 2.619209800000000000e+08
2.840360000000000000e+05 8.309319400000000000e+07
2.840360000000000000e+05 1.227566940000000000e+08
2.840360000000000000e+05 3.171807300000000000e+07
2.840360000000000000e+05 4.808934370000000000e+08
2.840360000000000000e+05 5.535531510000000000e+08
2.840360000000000000e+05 5.651381160000000000e+08
2.840360000000000000e+05 7.668745000000000000e+07
2.840360000000000000e+05 2.770317210000000000e+08
2.840360000000000000e+05 1.515812300000000000e+07
2.840360000000000000e+05 1.746970240000000000e+08
2.840360000000000000e+05 4.521806160000000000e+08
2.840360000000000000e+05 5.433996000000000000e+07
2.840360000000000000e+05 3.988888990000000000e+08
2.840360000000000000e+05 4.415353380000000000e+08
2.840360000000000000e+05 6.144343800000000000e+07
2.840360000000000000e+05 2.249932230000000000e+08
2.840360000000000000e+05 2.287739660000000000e+08
2.840360000000000000e+05 4.941979100000000000e+08
2.840360000000000000e+05 1.775795880000000000e+08
2.840360000000000000e+05 4.212770950000000000e+08
2.840360000000000000e+05 5.900090470000000000e+08
2.840370000000000000e+05 3.126966390000000000e+08
2.840370000000000000e+05 4.854632870000000000e+08
2.840370000000000000e+05 8.128644000000000000e+07
2.840370000000000000e+05 4.025363810000000000e+08
2.840370000000000000e+05 2.816989910000000000e+08
2.840370000000000000e+05 2.839942840000000000e+08
2.840370000000000000e+05 9.988919600000000000e+07
2.840370000000000000e+05 3.058307050000000000e+08
2.840370000000000000e+05 4.197977490000000000e+08
2.840370000000000000e+05 7.278528400000000000e+07
2.840370000000000000e+05 2.652477110000000000e+08
2.840370000000000000e+05 5.365695310000000000e+08
2.840370000000000000e+05 3.195951320000000000e+08
2.840380000000000000e+05 3.173758000000000000e+06
2.840390000000000000e+05 2.088693800000000000e+07
2.840390000000000000e+05 3.741903500000000000e+07
2.840400000000000000e+05 5.314810300000000000e+07
2.840420000000000000e+05 2.073652230000000000e+08
2.840420000000000000e+05 6.466250000000000000e+06
2.840420000000000000e+05 1.463687920000000000e+08
2.840420000000000000e+05 5.248529500000000000e+07
2.840420000000000000e+05 1.524353400000000000e+07
2.840420000000000000e+05 1.516892400000000000e+08
2.840420000000000000e+05 1.514254470000000000e+08
2.840430000000000000e+05 1.253970850000000000e+08
2.840430000000000000e+05 2.512198410000000000e+08
2.840430000000000000e+05 1.685032140000000000e+08
2.829190000000000000e+05 9.204576500000000000e+07
2.829190000000000000e+05 3.045729210000000000e+08
2.829190000000000000e+05 3.881424430000000000e+08
2.829190000000000000e+05 4.282759950000000000e+08
2.829190000000000000e+05 1.248859980000000000e+08
2.829220000000000000e+05 1.063544240000000000e+08
2.829220000000000000e+05 2.110162650000000000e+08
2.829230000000000000e+05 3.716952000000000000e+06
2.829230000000000000e+05 2.745350600000000000e+08
2.829230000000000000e+05 2.950106340000000000e+08
2.829230000000000000e+05 3.277218490000000000e+08
2.829230000000000000e+05 3.600018900000000000e+08
2.829230000000000000e+05 3.898972740000000000e+08
2.829230000000000000e+05 1.895418800000000000e+08
2.829230000000000000e+05 4.205165220000000000e+08
2.829230000000000000e+05 1.001035610000000000e+08
2.829230000000000000e+05 4.344334770000000000e+08
2.829230000000000000e+05 3.094133770000000000e+08
2.829230000000000000e+05 3.279875550000000000e+08
2.830430000000000000e+05 6.966261100000000000e+07
2.830430000000000000e+05 4.889703050000000000e+08
2.830430000000000000e+05 7.576145300000000000e+08
2.830430000000000000e+05 7.663051100000000000e+08
2.830430000000000000e+05 7.720266000000000000e+08
2.830430000000000000e+05 5.862952070000000000e+08
2.830430000000000000e+05 3.440016600000000000e+08
2.830430000000000000e+05 2.667290420000000000e+08
2.830430000000000000e+05 3.745540080000000000e+08
2.830430000000000000e+05 4.519712070000000000e+08
2.830430000000000000e+05 5.151697800000000000e+08
2.830430000000000000e+05 6.172076780000000000e+08
2.830430000000000000e+05 5.983848100000000000e+08
2.830430000000000000e+05 9.020808580000000000e+08
2.830430000000000000e+05 9.596749370000000000e+08
2.830500000000000000e+05 2.192229500000000000e+07
2.830500000000000000e+05 7.446661000000000000e+07
2.830500000000000000e+05 1.572090200000000000e+08
2.830500000000000000e+05 1.564443740000000000e+08
2.830500000000000000e+05 1.534032200000000000e+08
2.830500000000000000e+05 3.574266040000000000e+08
2.830500000000000000e+05 2.149926590000000000e+08
2.830500000000000000e+05 2.303869540000000000e+08
2.830500000000000000e+05 3.133915130000000000e+08
2.830500000000000000e+05 3.797506050000000000e+08
2.830500000000000000e+05 2.794212750000000000e+08
2.830500000000000000e+05 3.315809130000000000e+08
2.830500000000000000e+05 3.616688950000000000e+08
2.830520000000000000e+05 4.187883500000000000e+07
2.830520000000000000e+05 6.753255000000000000e+07
2.830520000000000000e+05 5.192024200000000000e+07
2.830590000000000000e+05 5.033174580000000000e+08
2.830590000000000000e+05 2.157230100000000000e+07
2.830590000000000000e+05 2.696216200000000000e+08
2.830590000000000000e+05 3.585352460000000000e+08
2.830590000000000000e+05 4.758264660000000000e+08
2.830590000000000000e+05 5.572417240000000000e+08
2.830590000000000000e+05 4.467628400000000000e+07
2.830590000000000000e+05 4.993072980000000000e+08
2.830590000000000000e+05 9.101179200000000000e+07
2.830590000000000000e+05 8.482604230000000000e+08
2.830590000000000000e+05 2.018682380000000000e+08
2.830590000000000000e+05 3.056208790000000000e+08
2.830590000000000000e+05 4.494571450000000000e+08
2.830590000000000000e+05 7.874653130000000000e+08
2.830590000000000000e+05 5.428538570000000000e+08
2.832700000000000000e+05 1.757105576000000000e+09
2.832700000000000000e+05 2.123361417000000000e+09
2.832700000000000000e+05 -2.047618836000000000e+09
2.832700000000000000e+05 5.007148100000000000e+07
2.832700000000000000e+05 1.135473352000000000e+09
2.832700000000000000e+05 -1.682975264000000000e+09
2.832700000000000000e+05 -1.501420798000000000e+09
2.832700000000000000e+05 -1.412484341000000000e+09
2.832700000000000000e+05 -1.294737997000000000e+09
2.832700000000000000e+05 -1.983486141000000000e+09
2.832700000000000000e+05 2.950500740000000000e+08
2.832700000000000000e+05 8.367736280000000000e+08
2.832700000000000000e+05 1.002610894000000000e+09
2.832700000000000000e+05 2.245789710000000000e+08
2.832700000000000000e+05 5.237077950000000000e+08
2.832700000000000000e+05 9.781750400000000000e+08
2.832700000000000000e+05 -1.803405047000000000e+09
2.832700000000000000e+05 -1.775645519000000000e+09
2.832700000000000000e+05 2.136644480000000000e+08
2.832700000000000000e+05 1.449968074000000000e+09
2.832700000000000000e+05 2.041605348000000000e+09
2.832700000000000000e+05 3.496659650000000000e+08
2.832700000000000000e+05 3.841406760000000000e+08
2.832700000000000000e+05 1.237758824000000000e+09
2.832700000000000000e+05 2.099973754000000000e+09
2.832700000000000000e+05 1.065829528000000000e+09
2.832700000000000000e+05 1.850117040000000000e+09
2.832700000000000000e+05 1.099813736000000000e+09
2.832700000000000000e+05 -1.166053977000000000e+09
2.832700000000000000e+05 -1.249513635000000000e+09
2.832700000000000000e+05 4.265779350000000000e+08
2.832700000000000000e+05 -1.947312836000000000e+09
2.832700000000000000e+05 9.083190630000000000e+08
2.832700000000000000e+05 2.093643174000000000e+09
2.832700000000000000e+05 1.356876034000000000e+09
2.832700000000000000e+05 -2.143874180000000000e+09
2.832700000000000000e+05 3.060171090000000000e+08
2.832700000000000000e+05 1.271976545000000000e+09
2.832700000000000000e+05 -2.065040218000000000e+09
2.832700000000000000e+05 6.760465140000000000e+08
2.832700000000000000e+05 7.733885710000000000e+08
2.832700000000000000e+05 9.164356050000000000e+08
2.832700000000000000e+05 -1.813039959000000000e+09
2.832700000000000000e+05 -1.299428055000000000e+09
2.832700000000000000e+05 3.912962140000000000e+08
2.832700000000000000e+05 1.360911500000000000e+09
2.832700000000000000e+05 1.359100900000000000e+08
2.832700000000000000e+05 6.477571470000000000e+08
2.832700000000000000e+05 6.585839650000000000e+08
2.832700000000000000e+05 1.339773013000000000e+09
2.832700000000000000e+05 3.359580620000000000e+08
2.832700000000000000e+05 1.674507351000000000e+09
2.832700000000000000e+05 1.767065673000000000e+09
2.832700000000000000e+05 2.661076890000000000e+08
2.832700000000000000e+05 1.820348790000000000e+09
2.832700000000000000e+05 2.589343860000000000e+08
2.832700000000000000e+05 2.789171690000000000e+08
2.832700000000000000e+05 4.779015540000000000e+08
2.832700000000000000e+05 1.204613649000000000e+09
2.832700000000000000e+05 2.025524477000000000e+09
2.832700000000000000e+05 1.669060112000000000e+09
2.832700000000000000e+05 2.004578880000000000e+09
2.832700000000000000e+05 -1.267860293000000000e+09
2.832700000000000000e+05 3.984434500000000000e+08
2.832700000000000000e+05 1.975533352000000000e+09
2.832700000000000000e+05 -2.104478846000000000e+09
2.832700000000000000e+05 -1.365638323000000000e+09
2.832700000000000000e+05 -1.871053216000000000e+09
2.832700000000000000e+05 6.270584990000000000e+08
2.832700000000000000e+05 6.962786030000000000e+08
2.832700000000000000e+05 7.009443150000000000e+08
2.832700000000000000e+05 7.070112280000000000e+08
2.832700000000000000e+05 7.158664500000000000e+08
